test_id;Question;SPARQL query;Extracted_properties_str
test_125;"Which distinct works are part of the series ""Dictionnaire critique du marxisme [Critical of Marxism] (German)""? For each work, include title, publication year, ISBN-10 number, number of page, URL (all if available).";PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?Titel ( year ( ?Erscheinungsdatum ) as ?Erscheinungsjahr ) ?ISBN_ ?Umfang ?DigitalisatURL ?Datensatz WHERE { ?Datensatz wdt:P179 wd:Q96024609 . OPTIONAL { ?Datensatz wdt:P1476 ?Titel . } OPTIONAL { ?Datensatz wdt:P577 ?Erscheinungsdatum . } OPTIONAL { ?Datensatz wdt:P957 ?ISBN_ . } OPTIONAL { ?Datensatz wdt:P1104 ?Umfang . } OPTIONAL { ?Datensatz wdt:P747 ?Ausgabe . ?Ausgabe wdt:P953 ?DigitalisatURL . } OPTIONAL { ?Datensatz wdt:P4969 ?Bearbeitung . ?Bearbeitung wdt:P747 ?derivative_work_edition . ?derivative_work_edition wdt:P953 ?DigitalisatURL . } } GROUP BY ?Titel ?Erscheinungsdatum ?ISBN_ ?Umfang ?DigitalisatURL ?Datensatz;P179, P1476, P577, P957, P1104, P747, P953, P4969
test_126;What are the cat breeds? For each cat breed, also return the cats that are instances of it if available.;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?CatBreed ?Cat WHERE { ?CatBreed wdt:P31 wd:Q43577 . OPTIONAL { ?Cat wdt:P31 ?CatBreed . } } GROUP BY ?CatBreed ?Cat;P31
test_127;What are the formations in the United States of America, along with their labels, and the number of items that have each formation as their main subject? Please order the results by the count in descending order, followed by the item label.;"PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?itemLabel ( COUNT ( ?things ) AS ?count ) WHERE { ?item wdt:P31 wd:Q736917 . ?item wdt:P17 wd:Q30 . ?things wdt:P921 ?item . SERVICE wikibase:label { bd:serviceParam wikibase:language ""[AUTO_LANGUAGE],en"" . } } GROUP BY ?item ?itemLabel ORDER BY DESC ( ?count ) ?itemLabel";P31, P17, P921
test_128;What are the item IDs, populations (if available), and land areas in square kilometers (if available) for Budapest, Wake Island, and Germany, excluding any area measurements that apply to lagoons?;PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX owl: <http://www.w3.org/2002/07/owl#> SELECT ?e ?i ?population ?area_sqkm WHERE { { SELECT DISTINCT ?e ?i ?r WHERE { VALUES ?i { wd:Q1781 wd:Q43296 wd:Q183 } OPTIONAL { ?i owl:sameAs ?r . } BIND ( COALESCE ( ?r , ?i ) AS ?e ) } } OPTIONAL { ?e wdt:P1082 ?population . } OPTIONAL { ?e p:P2046 ?areastatement . ?areastatement a wikibase:BestRank . MINUS { ?areastatement pq:P518 wd:Q187223 . } ?areastatement ps:P2046 ?area_sqkm . } };P1082
test_129;What are the distinct items that either have the Rivière Mégiscane as their mouth of the watercourse or are tributaries of watercourses that have the Rivière Mégiscane as their mouth of the watercourse?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT distinct ?item WHERE { BIND ( wd:Q2155719 AS ?qid ) { ?item wdt:P403 ?qid . } UNION { ?item wdt:P974 / wdt:P403 ?qid . } };P403, P974
test_130;What are the countries and their capitals for all sovereign states, excluding those where the capital has an end date? Please include the labels for both the countries and their capitals and order by country label.;"PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?country ?countryLabel ?city ?cityLabel WHERE { ?country wdt:P31 wd:Q3624078 . ?city p:P1376 ?statement . ?statement ps:P1376 ?country . FILTER NOT EXISTS { ?statement pq:P582 [] } SERVICE wikibase:label { bd:serviceParam wikibase:language ""en"" . } } ORDER BY ?countryLabel";P31
test_131;What are the praenomen in anicent Rome, and what are their native labels (e.g. 'Octavus'), if available?;PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?praenomen ?native_label WHERE { ?praenomen wdt:P31 wd:Q1240901 . OPTIONAL { ?praenomen p:P1705 ?statement . ?statement ps:P1705 ?native_label . } };P31
test_132;Who attended the University of Washington but does not have an academic degree qualifier, along with their date of birth if available? Order results in descending order by date of birth, and limit to 500 results.;PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item ?DoB WHERE { ?item p:P69 ?statement . ?statement ps:P69 wd:Q219563 . FILTER NOT EXISTS { ?statement pq:P512 [] . } OPTIONAL { ?item wdt:P569 ?DoB . } } ORDER BY DESC ( ?DoB ) LIMIT 500;P569
test_133;What are the details of individuals who have held the position of an Italian minister, including their item ID, the specific office they held, their date of birth, place of birth, sex or gender, and the start and end times of their tenure, if available?;PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> Select ?member ?office ?dateBirth ?placeBirth ?sex ?start ?end Where { ?member p:P39 ?stat . ?stat ps:P39 / wdt:P279 * wd:Q3858501 . ?stat ps:P39 ?office . OPTIONAL { ?stat pq:P580 ?start . } OPTIONAL { ?stat pq:P582 ?end . } OPTIONAL { ?member wdt:P569 ?dateBirth . } OPTIONAL { ?member wdt:P19 ?placeBirth . } OPTIONAL { ?member wdt:P21 ?sex . } };P279, P569, P19, P21
test_134;Who were the people appointed by Donald Trump, and which position was this for each person?;PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> SELECT ?person ?position_held { ?person p:P39 ?p39stm . ?p39stm ps:P39 ?position_held . ?p39stm pq:P748 wd:Q22686 . };
test_135;"What are the errata (published corrections to previous publications) with English labels starting with ""Erratum:"" that are not referenced by any item using the ""corrigendum / erratum"" property? Also, provide their corresponding item labels (after removing the ""Erratum: "" prefix) and items, where the item labels are longer than 20 characters.";"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?errata ?errataLabel ?itemLabel ?item WHERE { ?errata wdt:P31 wd:Q1348305 . filter not exists { ?itemZ wdt:P2507 ?errata . } ?errata rdfs:label ?errataLabel . filter ( lang ( ?errataLabel ) = ""en"" ) filter ( strstarts ( ?errataLabel , ""Erratum:"" ) ) bind ( replace ( ?errataLabel , ""Erratum: "" , """" ) as ?itemLabel ) . ?item rdfs:label ?itemLabel . filter ( strlen ( ?itemLabel ) > 20 ) }";P31, P2507
test_136;"Who has the family name Krupp (the QID Q37069298) and also have ""Bertha"" somewhere in their label?";"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?person WHERE { ?person wdt:P734 wd:Q37069298 . ?person rdfs:label ?label . FILTER REGEX ( ?label , ""Bertha"" ) }";P734
test_137;What other items are owned by the owner of the merchant ship Edward John? For each item, please also include its owner, the start (if available) and end times (if available) of ownership .;PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?start ?end ?do WHERE { ?item wdt:P1830 wd:Q24027085 . ?item p:P1830 ?statement . ?statement ps:P1830 ?do . optional { ?statement pq:P580 ?start . } optional { ?statement pq:P582 ?end . } };P1830
test_138;What are the lighthouses and their colors in Norrköping Municipality, Baltic coast?;PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item ?colour2 WHERE { VALUES ?value { wd:Q40125473 } FILTER ( ?item = ?value ) ?item p:P462 ?mem . ?mem ps:P462 ?colour2 . OPTIONAL { ?mem pq:P518 ?qual . } };
test_139;Which poems are in the public domain, either in English or with no specified language, and do not have an audio recording?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item WHERE { ?item wdt:P31 wd:Q5185279 . ?item wdt:P6216 wd:Q19652 . filter not exists { ?item wdt:P989 [] . } { ?item wdt:P407 wd:Q1860 . } UNION { FILTER NOT EXISTS { ?item wdt:P407 [] . } } };P31, P6216, P989, P407
test_140;Which periodicals have a primary language of Esperanto?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?a WHERE { ?a wdt:P31 / wdt:P279 * wd:Q1002697 . ?a wdt:P407 wd:Q143 . };P31, P279, P407
test_141;What are the distinct items, along with their coordinates, that were born in a place within Norway and either have the United States of America as their country of citizenship or died in a place within the United States of America?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT distinct ?item ?coord WHERE { { ?item wdt:P27 wd:Q30 . } union { ?item wdt:P20 ?pod . ?pod wdt:P17 wd:Q30 . } ?item wdt:P19 ?pob . ?pob wdt:P625 ?coord . ?pob wdt:P17 wd:Q20 . };P27, P20, P17, P19, P625
test_142;What are the events in the 2020 Formula One World Championship, along with the event times and the sum of the ages of the participants who ranked 1st, 2nd, or 3rd in each event?;"PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX xsd: <http://www.w3.org/2001/XMLSchema#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?event ?eventtime ( SUM ( ?age ) AS ?age_sum ) WHERE { ?event wdt:P361 wd:Q41174436 . ?event p:P710 [ ps:P710 ?item ; pq:P1352 ?rank ] . ?event wdt:P585 ?eventtime . ?item wdt:P569 ?dob . BIND ( xsd:integer ( FLOOR ( ( ?eventtime - ?dob ) / 365.25 ) ) AS ?age ) FILTER ( ?rank in ( 1 , 2 , 3 ) ) } GROUP BY ?event ?eventtime";P361, P585, P569
test_143;"What are the paintings in the Bavarian State Painting Collections with labels in German that end in "")""?";"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item WHERE { ?item wdt:P195 wd:Q812285 . ?item wdt:P31 wd:Q3305213 . ?item rdfs:label ?iLabel . FILTER ( LANG ( ?iLabel ) = ""de"" ) FILTER ( STRENDS ( ?iLabel , ')' ) ) }";P195, P31
test_144;What are the recordings that feature performers and the instruments they played?;PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> SELECT ?item ?performer ?instrument WHERE { ?statement pq:P1303 ?instrument . ?statement ps:P175 ?performer . ?item p:P175 ?statement . };
test_145;What are the items that are not metro stations, but have a connecting line which is a rapid transit railway line? For each such item, return also the connecting line in your results.;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item ?line WHERE { ?item wdt:P81 ?line . ?line wdt:P31 / wdt:P279 * wd:Q15079663 . FILTER NOT EXISTS { ?item wdt:P31 / wdt:P279 * wd:Q928830 . } };P81, P31, P279
test_146;Which scholarly articles published in the journal Geosphere do not have an English label?;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item WHERE { ?item wdt:P31 wd:Q13442814 . ?item wdt:P1433 wd:Q15817086 . FILTER NOT EXISTS { ?item rdfs:label ?english_label . FILTER ( LANG ( ?english_label ) = ""en"" ) } }";P31, P1433
test_147;What are the countries that are members of the United Nations, along with their capitals, populations, area sizes, heads of state, images of the heads of state, currencies, flag images, and coordinate locations (all only if available)?;"PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> select ?country ?cap ?pop ?area ?head ?imagehead ?currency ?flag ?coord where { ?country wdt:P31 wd:Q6256 ; wdt:P463 wd:Q1065 ; optional { ?country wdt:P36 ?cap . } optional { ?country wdt:P1082 ?pop } optional { ?country wdt:P2046 ?area } optional { ?country wdt:P35 ?head . ?head wdt:P18 ?imagehead } optional { ?country wdt:P38 ?currency } optional { ?country wdt:P41 ?flag } optional { ?country wdt:P625 ?coord } }";P31, P463, P36, P1082, P2046, P35, P18, P38, P41, P625
test_148;What are the streets named after female individuals who have an identifier in the Women Writers database? For each street, return also its the Women Writers database ID.;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> select ?item ?WWid where { ?item wdt:P31 wd:Q79007 . ?item wdt:P138 ?vernoemd . ?vernoemd wdt:P2533 ?WWid . ?vernoemd wdt:P21 wd:Q6581072 . };P31, P138, P2533, P21
test_149;Who are the tennis players that are citizens of only Belgium?;"PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?item WHERE { ?item wdt:P106 wd:Q10833314 ; wdt:P27 wd:Q31 ; wdt:P27 ?citizenship . } GROUP BY ?item HAVING ( COUNT ( DISTINCT ?citizenship ) = 1 )";P106, P27
test_150;What are the cities in Russia with a population exceeding 100,000? For each one also return their coordinates ;"PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?city ?coord WHERE { ?city wdt:P131 * wd:Q159 ; wdt:P625 ?coord ; wdt:P1082 ?population ; wdt:P31 wd:Q515 . FILTER ( ?population > 100000 ) . }";P131, P625, P1082, P31
test_151;Who are the individuals who have held the position of President of the United States and thier names? For each president, the name should be derived from their official name, birth name, or name in their native language, in that order of preference (return only one name for each president).;"PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item ?fn { ?item wdt:P39 wd:Q11696 ; wdt:P31 wd:Q5 . OPTIONAL { ?item wdt:P1477 ?bn } OPTIONAL { ?item wdt:P1448 ?on } OPTIONAL { ?item wdt:P1559 ?nn } BIND ( COALESCE ( ?on , ?bn , ?nn ) as ?fn ) }";P39, P31, P1477, P1448, P1559
test_152;"What is the number of legal units for each level 3 legal category in France, with the category name in French, where the count of legal units is greater than 499? Additionally, provide a summary line labeled ""OTHER"" that sums up the number of legal units for all other categories with counts of 499 or less.";"# Nombre d'unités légales par catégorie juridique de niveau 3 (500+)
SELECT ?catégorie ?nomfr ?count
WITH
{
  SELECT ?catégorie ?nomfr (COUNT(?item) AS ?count_1)
  WHERE
  {
    ?catégorie wdt:P31 wd:Q56427813; # catégorie juridique en France
        wdt:P361 wd:Q112176282; # catégorie de niveau 3
        wdt:P2561 ?nomfr. # nom de la catégorie
    FILTER(LANG(?nomfr) = ""fr""). # nom en français
    ?item wdt:P1616 ?siren. # unité légale
    {  ?item p:P1454 [ps:P1454 ?catégorie; pq:P1013 wd:Q87711223; prov:wasDerivedFrom [ pr:P248 wd:Q3509449]; prov:wasDerivedFrom [ pr:P5017 ?date] ]. } # catégorie
    UNION
    { ?item p:P1454 [ps:P1454 ?catégorie; pq:P1013 wd:Q87711223; prov:wasDerivedFrom [ pr:P248 wd:Q3509449]; prov:wasDerivedFrom [a wdno:P5017] ]. } # catégorie
  }
  GROUP BY ?catégorie ?nomfr
} AS %all
WHERE
{
  {
    SELECT ?catégorie ?nomfr (?count_1 AS ?count) (?count as ?sortkey)
    WHERE
    {
      INCLUDE %all
      FILTER (?count_1 > 499) # minimum unités légales
    }
  }
  UNION
  {
    SELECT (""OTHER"" AS ?catégorie) (""OTHER"" AS ?nomfr) (SUM(?count_1) AS ?count) (0 AS ?sortkey)
    WHERE
    {
      INCLUDE %all
      FILTER (?count_1 <= 499)
    }    
  }
}
ORDER BY DESC(?sortkey)
";P31, P361, P2561, P1616
test_153;"What are the counts and sums of various types of awards received by humans who have won the Gottfried Wilhelm Leibniz Prize? Only consider awards that are general awards, science awards, cultural prizes, chemistry awards, literary awards, physics awards, national academies, and journalism prizes. Additionally, if the dates are available, indicate whether these awards were received before, after, at the same time, or at an unknown time relative to the receipt of the Gottfried Wilhelm Leibniz Prize.

Each result row should contain the prize, the count of people who received that prize, and the counts of people who received it before, after, at the same time, or at an unknown time relative to the Leibniz Prize.";"PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?preis ( COUNT ( * ) AS ?count ) ( SUM ( ?before_ ) AS ?before ) ( SUM ( ?after_ ) AS ?after ) ( SUM ( ?same_ ) AS ?same ) ( SUM ( ?unknown_ ) AS ?unknown ) WHERE { ?person wdt:P31 wd:Q5 . ?person p:P166 ?Leibnitz_preis_statement . ?Leibnitz_preis_statement a wikibase:BestRank ; ps:P166 wd:Q703205 . OPTIONAL { ?Leibnitz_preis_statement pq:P585 ?Leibnitz_preis_time . } ?person p:P166 ?preis_statement . ?preis_statement a wikibase:BestRank ; ps:P166 ?preis . OPTIONAL { ?preis_statement pq:P585 ?preis_time . } ?preis wdt:P31 ?preistype . VALUES ?preistype { wd:Q618779 wd:Q11448906 wd:Q15383322 wd:Q107471279 wd:Q378427 wd:Q107494520 wd:Q5257307 wd:Q1792571 wd:Q55190113 wd:Q1966910 wd:Q1709894 } BIND ( IF ( BOUND ( ?Leibnitz_preis_time ) && BOUND ( ?preis_time ) && ?preis_time < ?Leibnitz_preis_time , 1 , 0 ) AS ?before_ ) BIND ( IF ( BOUND ( ?Leibnitz_preis_time ) && BOUND ( ?preis_time ) && ?preis_time > ?Leibnitz_preis_time , 1 , 0 ) AS ?after_ ) BIND ( IF ( BOUND ( ?Leibnitz_preis_time ) && BOUND ( ?preis_time ) && ?preis_time = ?Leibnitz_preis_time , 1 , 0 ) AS ?same_ ) BIND ( IF ( BOUND ( ?Leibnitz_preis_time ) && BOUND ( ?preis_time ) , 0 , 1 ) AS ?unknown_ ) } GROUP BY ?preis ORDER BY DESC ( ?count )";P31
test_154;Who has an accused witch ID in the Survey of Scottish Witchcraft? For each person, also include their residences, the coordinates of their residences, and gender (if available).;"PREFIX wdt: <http://www.wikidata.org/prop/direct/> SELECT ?item ?witch ?residence ?coordinate ?gender WHERE { ?item wdt:P4478 ?witch ; wdt:P551 ?residence . ?residence wdt:P625 ?coordinate . OPTIONAL { ?item wdt:P21 ?gender . } }";P4478, P551, P625, P21
test_155;Which individuals had an Elo rating in April 2007 that is exactly their year of birth, and what were their Elo ratings and dates of birth?;"PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pq: <http://www.wikidata.org/prop/qualifier/> SELECT ?item ?eloRating ?dateOfBirth { ?item p:P1087 [ ps:P1087 ?eloRating ; pq:P585 ?eloTime ] ; wdt:P569 ?dateOfBirth . FILTER ( YEAR ( ?eloTime ) = 2007 && MONTH ( ?eloTime ) = 4 && ?eloRating = YEAR ( ?dateOfBirth ) ) . }";P569
test_156;What are the events won by the Czech-American tennis player Ivan Lendl, as well as tournament, year, country, surface played on, prize money, and number of participants (all if available)?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?event ?tournament ?year ?country ?surface ?purse ?participants WHERE { ?event wdt:P1346 wd:Q182736 . OPTIONAL { ?event wdt:P361 ?tournament . OPTIONAL { ?tournament wdt:P765 ?surface . } OPTIONAL { ?tournament wdt:P2121 ?purse . } OPTIONAL { ?tournament wdt:P17 ?country . } } OPTIONAL { ?event wdt:P585 ?time . BIND ( year ( ?time ) as ?year ) } OPTIONAL { ?event wdt:P1132 ?participants . } };P1346, P361, P765, P2121, P17, P585, P1132
test_157;What are the castles located in the historic county of Kent, along with their images and/or image of their design plans if available? ;PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT DISTINCT ?item ?something WHERE { ?item p:P31 ?statement0 . ?statement0 ( ps:P31 / ( wdt:P279 * ) ) wd:Q23413 . ?item p:P7959 ?statement1 . ?statement1 ( ps:P7959 / ( wdt:P279 * ) ) wd:Q67479626 . OPTIONAL { { ?item wdt:P18 ?something } UNION { ?item wdt:P3311 ?something } } };P279, P18, P3311
test_158;Who are the Wikimedians in residence, and their employers (if available), items (if available), coordinates (if available), end years (if available), start years (if available), and lengths of tenure (in months) (if available)? ;PREFIX pq: <http://www.wikidata.org/prop/qualifier/> PREFIX wd: <http://www.wikidata.org/entity/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX ps: <http://www.wikidata.org/prop/statement/> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX pqv: <http://www.wikidata.org/prop/qualifier/value/> SELECT ?employer ?item ?coord ( YEAR ( ?end ) AS ?endyear ) ( YEAR ( ?start ) AS ?startyear ) ( 12 * ( YEAR ( ?end ) - YEAR ( ?start ) ) + MONTH ( ?end ) - MONTH ( ?start ) AS ?lengthmonths ) { ?item p:P106 ?wir . ?wir ps:P106 wd:Q3809586 . OPTIONAL { ?wir pq:P582 ?end . ?wir pqv:P582 [ wikibase:timePrecision ?tp_end ] } OPTIONAL { ?wir pq:P580 ?start . ?wir pqv:P580 [ wikibase:timePrecision ?tp_start ] } OPTIONAL { ?wir pq:P937 ?location . ?location wdt:P625 ?coord . } OPTIONAL { ?wir pq:P108 ?employer } } ORDER BY DESC ( ?endyear );P625
test_159;What are the museums in Europe, along with their Biodiversity Repository ID, country, International Standard Name Identifier (ISNI), GRID ID, Research Organization Registry (ROR) ID, and Library of Congress authority ID?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?museum ?code ?country ?isni ?grid ?ror ?locongress WHERE { ?museum wdt:P4090 ?code . ?museum wdt:P17 ?country . ?museum wdt:P213 ?isni . ?museum wdt:P2427 ?grid . ?museum wdt:P6782 ?ror . ?museum wdt:P244 ?locongress . ?country wdt:P30 wd:Q46 . };P4090, P17, P213, P2427, P6782, P244, P30
test_160;What are the films directed by Rob Minkoff and the genres of the films (if available), and the earliest publication date of each film (if available)?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX wd: <http://www.wikidata.org/entity/> SELECT ?film ?genre ( MIN ( ?publicationDate ) AS ?firstPublication ) WHERE { ?film wdt:P57 wd:Q1151111 . OPTIONAL { ?film wdt:P136 ?genre . } OPTIONAL { ?film wdt:P577 ?publicationDate . } } GROUP BY ?director ?film ?genre;P57, P136, P577
test_161;What are the details of living authors who are citizens of the United States, were born in Massachusetts after 1919, including their birthplace and date of birth, ordered by their date of birth?;"SELECT DISTINCT ?person ?birthplace ?dob WITH {
  SELECT ?person ?birthplace ?dob WHERE {
  ?person wdt:P27 wd:Q30 ;
          wdt:P19/wdt:P131* wd:Q771 ;
          wdt:P19 ?birthplace ;
          wdt:P569 ?dob ;
  OPTIONAL {?person wdt:P570 ?dod .}
  MINUS {?person wdt:P570 [] .}
  FILTER (YEAR(?dob) > 1919)
} GROUP BY ?person ?birthplace ?dob
} AS %i WHERE {
    include %i 
    ?person wdt:P106/wdt:P279* wd:Q482980 .
} 
ORDER BY ASC (?dob)
";P27, P19, P131, P569, P570, P106, P279
test_162;What are the items associated with the DOIs '10.1126/SCIENCE.156.3775.636' and '10.1145/358027.358042', along with their titles if available?;PREFIX wdt: <http://www.wikidata.org/prop/direct/> SELECT ?item ?doi ?title WHERE { VALUES ?doi { '10.1126/SCIENCE.156.3775.636' '10.1145/358027.358042' } ?item wdt:P356 ?doi . OPTIONAL { ?item wdt:P1476 ?title . } };P356, P1476
test_163;Who are the distinct female individuals with a net worth of at least 1 billion United States dollars? Include their net worth amount, the unit of the net worth, the conversion rate to USD, and the net worth in USD, and order by the net worth in USD in descending order. You should also include net worths in other currencies but are equivalent to more than 1 billion USD;"PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX psv: <http://www.wikidata.org/prop/statement/value/> PREFIX wikibase: <http://wikiba.se/ontology#> PREFIX wdt: <http://www.wikidata.org/prop/direct/> PREFIX p: <http://www.wikidata.org/prop/> PREFIX wd: <http://www.wikidata.org/entity/> select distinct ?item ?revenue ?usd ?revenue_USD where { ?item wdt:P31 wd:Q5 ; wdt:P21 wd:Q6581072 ; p:P2218 ?s . ?s rdf:type wikibase:BestRank . { ?s psv:P2218 [ wikibase:quantityAmount ?revenue ; wikibase:quantityUnit wd:Q4917 ] . BIND ( wd:Q4917 AS ?unit ) . BIND ( ?revenue AS ?revenue_USD ) . BIND ( 1 AS ?usd ) } UNION { ?s psv:P2218 [ wikibase:quantityAmount ?revenue ; wikibase:quantityUnit ?unit ] . FILTER ( ?unit != wd:Q4917 ) . ?unit p:P2284 ?unit_statement . ?unit_statement wikibase:rank ?unit_rank ; psv:P2284 [ wikibase:quantityUnit wd:Q4917 ; wikibase:quantityAmount ?usd ] . FILTER ( ?unit_rank != wikibase:DeprecatedRank ) . OPTIONAL { FILTER ( ?unit_rank != wikibase:PreferredRank ) . ?unit p:P2284 ?unit_statement1 . ?unit_statement1 psv:P2284 / wikibase:quantityUnit wd:Q4917 ; wikibase:rank wikibase:PreferredRank . FILTER ( ?unit_statement1 != ?unit_statement ) . } . FILTER ( ! BOUND ( ?unit_statement1 ) ) . BIND ( ?revenue * ?usd AS ?revenue_USD ) . } filter ( ?revenue_USD >= 1000000000 ) } order by desc ( ?revenue_USD )";P31, P21
